combinedName,function_name,label,summary
SampleSpace.divide_horizontally,SampleSpace.divide horizontally,1,Random functions/methods.
SampleSpace.divide_vertically,SampleSpace.divide vertically,1,Random functions/methods.
SampleSpace.get_subdivision_braces_and_labels,SampleSpace.get subdivision braces and labels,1,Random functions/methods.
SampleSpace.get_side_braces_and_labels,SampleSpace.get side braces and labels,1,Random functions/methods.
SampleSpace.get_top_braces_and_labels,SampleSpace.get top braces and labels,1,Random functions/methods.
SampleSpace.get_bottom_braces_and_labels,SampleSpace.get bottom braces and labels,1,Random functions/methods.
LogBase.inverse_function,LogBase.inverse function,1,Random functions/methods.
LogBase.get_custom_labels,LogBase.get custom labels,1,Random functions/methods.
OpenGLTipableVMobject.create_tip,OpenGLTipableVMobject.create tip,1,Random functions/methods.
OpenGLTipableVMobject.get_unpositioned_tip,OpenGLTipableVMobject.get unpositioned tip,1,Random functions/methods.
OpenGLTipableVMobject.position_tip,OpenGLTipableVMobject.position tip,1,Random functions/methods.
OpenGLTipableVMobject.reset_endpoints_based_on_tip,OpenGLTipableVMobject.reset endpoints based on tip,1,Random functions/methods.
OpenGLTipableVMobject.pop_tips,OpenGLTipableVMobject.pop tips,1,Random functions/methods.
OpenGLTipableVMobject.get_tips,OpenGLTipableVMobject.get tips,1,Random functions/methods.
OpenGLTipableVMobject.get_tip,OpenGLTipableVMobject.get tip,1,Random functions/methods.
OpenGLTipableVMobject.get_end,OpenGLTipableVMobject.get end,1,Random functions/methods.
NumberLine.get_tick_range,NumberLine.get tick range,1,Random functions/methods.
NumberLine.get_tick,NumberLine.get tick,1,Random functions/methods.
ComplexPlane.get_coordinate_labels,ComplexPlane.get coordinate labels,1,Random functions/methods.
ComplexPlane._get_default_coordinate_values,ComplexPlane. get default coordinate values,1,Random functions/methods.
Arrow.scale,Arrow.scale,1,Random functions/methods.
Arrow.get_normal_vector,Arrow.get normal vector,1,Random functions/methods.
Arrow.reset_normal_vector,Arrow.reset normal vector,1,Random functions/methods.
Polygram.get_vertex_groups,Polygram.get vertex groups,1,Random functions/methods.
Polygram.round_corners,Polygram.round corners,1,Random functions/methods.
RegularPolygram.gen_polygon_vertices,RegularPolygram.gen polygon vertices,1,Random functions/methods.
Axes._update_default_configs,Axes. update default configs,1,Random functions/methods.
Axes._create_axis,Axes. create axis,1,Random functions/methods.
Axes.coords_to_point,Axes.coords to point,1,Random functions/methods.
Axes.point_to_coords,Axes.point to coords,1,Random functions/methods.
OpenGLTipableVMobject.get_start,OpenGLTipableVMobject.get start,1,Random functions/methods.
Axes.plot_line_graph,Axes.plot line graph,1,Random functions/methods.
ThreeDAxes.get_y_axis_label,ThreeDAxes.get y axis label,1,Random functions/methods.
ThreeDAxes.get_z_axis_label,ThreeDAxes.get z axis label,1,Random functions/methods.
ThreeDAxes.get_axis_labels,ThreeDAxes.get axis labels,1,Random functions/methods.
NumberPlane._get_lines,NumberPlane. get lines,1,Random functions/methods.
NumberPlane._get_lines_parallel_to_axis,NumberPlane. get lines parallel to axis,1,Random functions/methods.
PolarPlane._get_lines,PolarPlane. get lines,1,Random functions/methods.
PolarPlane.get_coordinate_labels,PolarPlane.get coordinate labels,1,Random functions/methods.
PolarPlane.get_radian_label,PolarPlane.get radian label,1,Random functions/methods.
ComplexPlane.number_to_point,ComplexPlane.number to point,1,Random functions/methods.
ComplexPlane.point_to_number,ComplexPlane.point to number,1,Random functions/methods.
Axes._origin_shift,Axes. origin shift,1,Random functions/methods.
Brace.get_text,Brace.get text,1,Random functions/methods.
OpenGLArc.get_arc_center,OpenGLArc.get arc center,1,Random functions/methods.
OpenGLLine.pointify,OpenGLLine.pointify,1,Random functions/methods.
OpenGLVMobject.get_nth_curve_length_pieces,OpenGLVMobject.get nth curve length pieces,1,Random functions/methods.
OpenGLVMobject.get_curve_functions_with_lengths,OpenGLVMobject.get curve functions with lengths,1,Random functions/methods.
OpenGLVMobject.point_from_proportion,OpenGLVMobject.point from proportion,1,Random functions/methods.
OpenGLVMobject.proportion_from_point,OpenGLVMobject.proportion from point,1,Random functions/methods.
OpenGLVMobject.get_end_anchors,OpenGLVMobject.get end anchors,1,Random functions/methods.
OpenGLVMobject.get_anchors,OpenGLVMobject.get anchors,1,Random functions/methods.
OpenGLVMobject.get_area_vector,OpenGLVMobject.get area vector,1,Random functions/methods.
OpenGLVMobject.get_unit_normal,OpenGLVMobject.get unit normal,1,Random functions/methods.
OpenGLVMobject.get_nth_subpath,OpenGLVMobject.get nth subpath,1,Random functions/methods.
OpenGLVMobject.insert_n_curves_to_point_list,OpenGLVMobject.insert n curves to point list,1,Random functions/methods.
OpenGLVMobject.interpolate,OpenGLVMobject.interpolate,1,Random functions/methods.
OpenGLVMobject.pointwise_become_partial,OpenGLVMobject.pointwise become partial,1,Random functions/methods.
OpenGLVMobject.get_subcurve,OpenGLVMobject.get subcurve,1,Random functions/methods.
OpenGLVMobject.apply_function,OpenGLVMobject.apply function,1,Random functions/methods.
OpenGLVMobject.update_fill_shader_wrapper,OpenGLVMobject.update fill shader wrapper,1,Random functions/methods.
OpenGLVMobject.update_stroke_shader_wrapper,OpenGLVMobject.update stroke shader wrapper,1,Random functions/methods.
OpenGLVMobject.get_stroke_uniforms,OpenGLVMobject.get stroke uniforms,1,Random functions/methods.
OpenGLVMobject.get_stroke_shader_data,OpenGLVMobject.get stroke shader data,1,Random functions/methods.
OpenGLVMobject.get_fill_shader_data,OpenGLVMobject.get fill shader data,1,Random functions/methods.
ShaderWrapper.replace_code,ShaderWrapper.replace code,1,Random functions/methods.
OpenGLVGroup.__setitem__,OpenGLVGroup.  setitem  ,1,Random functions/methods.
OpenGLVMobject.get_curve_functions,OpenGLVMobject.get curve functions,1,Random functions/methods.
OpenGLVMobject.get_nth_curve_length,OpenGLVMobject.get nth curve length,1,Random functions/methods.
OpenGLVMobject.get_nth_curve_function_with_length,OpenGLVMobject.get nth curve function with length,1,Random functions/methods.
OpenGLVMobject.reverse_direction,OpenGLVMobject.reverse direction,1,Random functions/methods.
OpenGLLine.get_projection,OpenGLLine.get projection,1,Random functions/methods.
OpenGLArrow.get_start,OpenGLArrow.get start,1,Random functions/methods.
OpenGLArrow.scale,OpenGLArrow.scale,1,Random functions/methods.
OpenGLPolygon.round_corners,OpenGLPolygon.round corners,1,Random functions/methods.
OpenGLImageMobject.get_image_from_file,OpenGLImageMobject.get image from file,1,Random functions/methods.
override_animate,override animate,1,Random functions/methods.
OpenGLPMobject.fade_to,OpenGLPMobject.fade to,1,Random functions/methods.
OpenGLSurface.compute_triangle_indices,OpenGLSurface.compute triangle indices,1,Random functions/methods.
OpenGLSurface.get_unit_normals,OpenGLSurface.get unit normals,1,Random functions/methods.
OpenGLSurface.pointwise_become_partial,OpenGLSurface.pointwise become partial,1,Random functions/methods.
OpenGLLine.account_for_buff,OpenGLLine.account for buff,1,Random functions/methods.
OpenGLSurface.get_shader_data,OpenGLSurface.get shader data,1,Random functions/methods.
OpenGLSurface._get_color_by_value,OpenGLSurface. get color by value,1,Random functions/methods.
OpenGLVMobject.match_style,OpenGLVMobject.match style,1,Random functions/methods.
OpenGLVMobject.fade,OpenGLVMobject.fade,1,Random functions/methods.
OpenGLVMobject.has_stroke,OpenGLVMobject.has stroke,1,Random functions/methods.
OpenGLVMobject.close_path,OpenGLVMobject.close path,1,Random functions/methods.
OpenGLVMobject.subdivide_sharp_curves,OpenGLVMobject.subdivide sharp curves,1,Random functions/methods.
OpenGLVMobject.change_anchor_mode,OpenGLVMobject.change anchor mode,1,Random functions/methods.
OpenGLVMobject.make_smooth,OpenGLVMobject.make smooth,1,Random functions/methods.
OpenGLVMobject.make_approximately_smooth,OpenGLVMobject.make approximately smooth,1,Random functions/methods.
OpenGLVMobject.force_direction,OpenGLVMobject.force direction,1,Random functions/methods.
OpenGLSurface.fill_in_shader_color_info,OpenGLSurface.fill in shader color info,1,Random functions/methods.
Line.get_projection,Line.get projection,1,Random functions/methods.
build_matrix_lists,build matrix lists,1,Random functions/methods.
Scene.render,Scene.render,1,Random functions/methods.
QuickHull.classify,QuickHull.classify,1,Random functions/methods.
QuickHull.compute_horizon,QuickHull.compute horizon,1,Random functions/methods.
QuickHull.build,QuickHull.build,1,Random functions/methods.
double_smooth,double smooth,1,Random functions/methods.
there_and_back_with_pause,there and back with pause,1,Random functions/methods.
ease_out_bounce,ease out bounce,1,Random functions/methods.
ease_in_out_bounce,ease in out bounce,1,Random functions/methods.
binary_search,binary search,1,Random functions/methods.
choose,choose,1,Random functions/methods.
clip,clip,1,Random functions/methods.
QuickHull.initialize,QuickHull.initialize,1,Random functions/methods.
sigmoid,sigmoid,1,Random functions/methods.
quaternion_conjugate,quaternion conjugate,1,Random functions/methods.
rotate_vector,rotate vector,1,Random functions/methods.
rotation_matrix_transpose_from_quaternion,rotation matrix transpose from quaternion,1,Random functions/methods.
rotation_matrix,rotation matrix,1,Random functions/methods.
rotation_about_z,rotation about z,1,Random functions/methods.
z_to_vector,z to vector,1,Random functions/methods.
normalize,normalize,1,Random functions/methods.
get_unit_normal,get unit normal,1,Random functions/methods.
compass_directions,compass directions,1,Random functions/methods.
regular_vertices,regular vertices,1,Random functions/methods.
quaternion_mult,quaternion mult,1,Random functions/methods.
find_intersection,find intersection,1,Random functions/methods.
Facet.compute_normal,Facet.compute normal,1,Random functions/methods.
Polygon.inside,Polygon.inside,1,Random functions/methods.
resize_array,resize array,1,Random functions/methods.
resize_preserving_order,resize preserving order,1,Random functions/methods.
resize_with_interpolation,resize with interpolation,1,Random functions/methods.
stretch_array_to_length,stretch array to length,1,Random functions/methods.
tuplify,tuplify,1,Random functions/methods.
uniq_chain,uniq chain,1,Random functions/methods.
hash_obj,hash obj,1,Random functions/methods.
get_module,get module,1,Random functions/methods.
get_scene_classes_from_module,get scene classes from module,1,Random functions/methods.
get_scenes_to_render,get scenes to render,1,Random functions/methods.
polylabel,polylabel,1,Random functions/methods.
prompt_user_for_choice,prompt user for choice,1,Random functions/methods.
orthographic_projection_matrix,orthographic projection matrix,1,Random functions/methods.
perspective_projection_matrix,perspective projection matrix,1,Random functions/methods.
view_matrix,view matrix,1,Random functions/methods.
flatten_iterable_parameters,flatten iterable parameters,1,Random functions/methods.
path_along_circles,path along circles,1,Random functions/methods.
path,path,1,Random functions/methods.
path_along_arc,path along arc,1,Random functions/methods.
path,path,1,Random functions/methods.
spiral_path,spiral path,1,Random functions/methods.
Polygon.compute_distance,Polygon.compute distance,1,Random functions/methods.
scene_classes_from_file,scene classes from file,1,Random functions/methods.
make_even,make even,1,Random functions/methods.
get_winding_number,get winding number,1,Random functions/methods.
shoelace_direction,shoelace direction,1,Random functions/methods.
ManimColor.__pow__,ManimColor.  pow  ,1,Random functions/methods.
color_gradient,color gradient,1,Random functions/methods.
average_color,average color,1,Random functions/methods.
random_bright_color,random bright color,1,Random functions/methods.
random_color,random color,1,Random functions/methods.
get_shaded_rgb,get shaded rgb,1,Random functions/methods.
smart_replace,smart replace,1,Random functions/methods.
AliasAttrDocumenter.run,AliasAttrDocumenter.run,1,Random functions/methods.
_write_rendering_stats,_ write rendering stats,1,Random functions/methods.
frames_comparison,frames comparison,1,Random functions/methods.
ManimColor.__mod__,ManimColor.  mod  ,1,Random functions/methods.
decorator_maker,decorator maker,1,Random functions/methods.
_make_test_comparing_frames,_ make test comparing frames,1,Random functions/methods.
real_test,real test,1,Random functions/methods.
_ControlDataWriter.testing,_ ControlDataWriter.testing,1,Random functions/methods.
_ControlDataWriter.save_contol_data,_ ControlDataWriter.save contol data,1,Random functions/methods.
show_diff_helper,show diff helper,1,Random functions/methods.
TestSceneFileWriter.write_frame,TestSceneFileWriter.write frame,1,Random functions/methods.
make_logger,make logger,1,Random functions/methods.
parse_theme,parse theme,1,Random functions/methods.
config_file_paths,config file paths,1,Random functions/methods.
make_config_parser,make config parser,1,Random functions/methods.
wrapper,wrapper,1,Random functions/methods.
shoelace,shoelace,1,Random functions/methods.
ManimColor.__floordiv__,ManimColor.  floordiv  ,1,Random functions/methods.
ManimColor.__mul__,ManimColor.  mul  ,1,Random functions/methods.
cross2d,cross2d,1,Random functions/methods.
earclip_triangulation,earclip triangulation,1,Random functions/methods.
cartesian_to_spherical,cartesian to spherical,1,Random functions/methods.
perpendicular_bisector,perpendicular bisector,1,Random functions/methods.
TexTemplate.from_file,TexTemplate.from file,1,Random functions/methods.
TexTemplate.get_texcode_for_expression_in_env,TexTemplate.get texcode for expression in env,1,Random functions/methods.
_texcode_for_environment,_ texcode for environment,1,Random functions/methods.
convert_to_svg,convert to svg,1,Random functions/methods.
delete_nonsvg_files,delete nonsvg files,1,Random functions/methods.
ManimColor._internal_from_hex_string,ManimColor. internal from hex string,1,Random functions/methods.
ManimColor.__truediv__,ManimColor.  truediv  ,1,Random functions/methods.
ManimColor._internal_from_int_rgb,ManimColor. internal from int rgb,1,Random functions/methods.
ManimColor._internal_from_string,ManimColor. internal from string,1,Random functions/methods.
ManimColor.to_hex,ManimColor.to hex,1,Random functions/methods.
ManimColor.to_hsl,ManimColor.to hsl,1,Random functions/methods.
ManimColor.invert,ManimColor.invert,1,Random functions/methods.
ManimColor.darker,ManimColor.darker,1,Random functions/methods.
ManimColor.lighter,ManimColor.lighter,1,Random functions/methods.
ManimColor.contrasting,ManimColor.contrasting,1,Random functions/methods.
ManimColor.opacity,ManimColor.opacity,1,Random functions/methods.
ManimColor.parse,ManimColor.parse,1,Random functions/methods.
ManimColor.__sub__,ManimColor.  sub  ,1,Random functions/methods.
ManimColor._internal_from_rgb,ManimColor. internal from rgb,1,Random functions/methods.
listify,listify,1,Random functions/methods.
batch_by_property,batch by property,1,Random functions/methods.
change_to_rgba_array,change to rgba array,1,Random functions/methods.
Scene.on_mouse_scroll,Scene.on mouse scroll,1,Random functions/methods.
Scene.on_mouse_drag,Scene.on mouse drag,1,Random functions/methods.
Scene.mouse_scroll_orbit_controls,Scene.mouse scroll orbit controls,1,Random functions/methods.
Scene.mouse_drag_orbit_controls,Scene.mouse drag orbit controls,1,Random functions/methods.
to_av_frame_rate,to av frame rate,1,Random functions/methods.
convert_audio,convert audio,1,Random functions/methods.
Section.get_dict,Section.get dict,1,Random functions/methods.
ThreeDScene.get_moving_mobjects,ThreeDScene.get moving mobjects,1,Random functions/methods.
SpecialThreeDScene.get_sphere,SpecialThreeDScene.get sphere,1,Random functions/methods.
VectorScene.lock_in_faded_grid,VectorScene.lock in faded grid,1,Random functions/methods.
Scene.update_to_time,Scene.update to time,1,Random functions/methods.
VectorScene.write_vector_coordinates,VectorScene.write vector coordinates,1,Random functions/methods.
VectorScene.get_vector_label,VectorScene.get vector label,1,Random functions/methods.
VectorScene.label_vector,VectorScene.label vector,1,Random functions/methods.
VectorScene.position_x_coordinate,VectorScene.position x coordinate,1,Random functions/methods.
VectorScene.position_y_coordinate,VectorScene.position y coordinate,1,Random functions/methods.
VectorScene.coords_to_vector,VectorScene.coords to vector,1,Random functions/methods.
VectorScene.vector_to_coords,VectorScene.vector to coords,1,Random functions/methods.
LinearTransformationScene.update_default_configs,LinearTransformationScene.update default configs,1,Random functions/methods.
LinearTransformationScene.setup,LinearTransformationScene.setup,1,Random functions/methods.
LinearTransformationScene.get_unit_square,LinearTransformationScene.get unit square,1,Random functions/methods.
LinearTransformationScene.write_vector_coordinates,LinearTransformationScene.write vector coordinates,1,Random functions/methods.
VectorScene.get_basis_vector_labels,VectorScene.get basis vector labels,1,Random functions/methods.
LinearTransformationScene.get_transposed_matrix_transformation,LinearTransformationScene.get transposed matrix transformation,1,Random functions/methods.
Scene.interact,Scene.interact,1,Random functions/methods.
Scene.check_interactive_embed_is_valid,Scene.check interactive embed is valid,1,Random functions/methods.
Scene.update_mobjects,Scene.update mobjects,1,Random functions/methods.
Scene.update_meshes,Scene.update meshes,1,Random functions/methods.
Scene.update_self,Scene.update self,1,Random functions/methods.
Scene.should_update_mobjects,Scene.should update mobjects,1,Random functions/methods.
Scene.replace,Scene.replace,1,Random functions/methods.
Scene.restructure_mobjects,Scene.restructure mobjects,1,Random functions/methods.
Scene.bring_to_front,Scene.bring to front,1,Random functions/methods.
Scene.bring_to_back,Scene.bring to back,1,Random functions/methods.
Scene.get_moving_mobjects,Scene.get moving mobjects,1,Random functions/methods.
Scene.get_moving_and_static_mobjects,Scene.get moving and static mobjects,1,Random functions/methods.
Scene.interactive_embed,Scene.interactive embed,1,Random functions/methods.
Scene.compile_animations,Scene.compile animations,1,Random functions/methods.
Scene.get_time_progression,Scene.get time progression,1,Random functions/methods.
Scene.validate_run_time,Scene.validate run time,1,Random functions/methods.
Scene.get_run_time,Scene.get run time,1,Random functions/methods.
Scene.play,Scene.play,1,Random functions/methods.
Scene.wait,Scene.wait,1,Random functions/methods.
Scene.pause,Scene.pause,1,Random functions/methods.
Scene.wait_until,Scene.wait until,1,Random functions/methods.
Scene.compile_animation_data,Scene.compile animation data,1,Random functions/methods.
Scene.begin_animations,Scene.begin animations,1,Random functions/methods.
Scene.play_internal,Scene.play internal,1,Random functions/methods.
Scene._get_animation_time_progression,Scene. get animation time progression,1,Random functions/methods.
LinearTransformationScene.get_piece_movement,LinearTransformationScene.get piece movement,1,Random functions/methods.
LinearTransformationScene.get_vector_movement,LinearTransformationScene.get vector movement,1,Random functions/methods.
LinearTransformationScene.get_transformable_label_movement,LinearTransformationScene.get transformable label movement,1,Random functions/methods.
deprecate_params,deprecate params,1,Random functions/methods.
restructure_list_to_exclude_certain_family_members,restructure list to exclude certain family members,1,Random functions/methods.
is_mp4_format,is mp4 format,1,Random functions/methods.
is_gif_format,is gif format,1,Random functions/methods.
is_webm_format,is webm format,1,Random functions/methods.
is_mov_format,is mov format,1,Random functions/methods.
is_png_format,is png format,1,Random functions/methods.
write_to_movie,write to movie,1,Random functions/methods.
seek_full_path_from_defaults,seek full path from defaults,1,Random functions/methods.
modify_atime,modify atime,1,Random functions/methods.
redirect_params,redirect params,1,Random functions/methods.
open_file,open file,1,Random functions/methods.
get_template_names,get template names,1,Random functions/methods.
copy_template_files,copy template files,1,Random functions/methods.
_Memoizer.reset_already_processed,_ Memoizer.reset already processed,1,Random functions/methods.
_Memoizer.mark_as_processed,_ Memoizer.mark as processed,1,Random functions/methods.
_CustomEncoder.default,_ CustomEncoder.default,1,Random functions/methods.
_CustomEncoder._cleaned_iterable,_ CustomEncoder. cleaned iterable,1,Random functions/methods.
_CustomEncoder._iter_check_list,_ CustomEncoder. iter check list,1,Random functions/methods.
_CustomEncoder._iter_check_dict,_ CustomEncoder. iter check dict,1,Random functions/methods.
_CustomEncoder.encode,_ CustomEncoder.encode,1,Random functions/methods.
get_hash_from_play_call,get hash from play call,1,Random functions/methods.
open_media_file,open media file,1,Random functions/methods.
warning_msg,warning msg,1,Random functions/methods.
deprecated_params,deprecated params,1,Random functions/methods.
deprecate,deprecate,1,Random functions/methods.
LinearTransformationScene.apply_matrix,LinearTransformationScene.apply matrix,1,Random functions/methods.
LinearTransformationScene.apply_inverse,LinearTransformationScene.apply inverse,1,Random functions/methods.
LinearTransformationScene.apply_transposed_matrix,LinearTransformationScene.apply transposed matrix,1,Random functions/methods.
LinearTransformationScene.apply_inverse_transpose,LinearTransformationScene.apply inverse transpose,1,Random functions/methods.
LinearTransformationScene.apply_nonlinear_transformation,LinearTransformationScene.apply nonlinear transformation,1,Random functions/methods.
LinearTransformationScene.apply_function,LinearTransformationScene.apply function,1,Random functions/methods.
ZoomedScene.activate_zooming,ZoomedScene.activate zooming,1,Random functions/methods.
