combinedName,function_name,label,summary
BernoulliRBM._fit,_ fit,1,Fit functions
RFE._fit,_ fit,1,Fit functions
RFE.fit,fit,1,Fit functions
OutputCodeClassifier.fit,fit,1,Fit functions
DummyRegressor.fit,fit,1,Fit functions
Normalizer.fit,fit,1,Fit functions
IsotonicRegression.fit,fit,1,Fit functions
RBFSampler.fit,fit,1,Fit functions
MinMaxScaler.partial_fit,partial fit,1,Fit functions
_ConstantPredictor.fit,fit,1,Fit functions
_BaseDiscreteNB.fit,fit,1,Fit functions
MinMaxScaler.fit,fit,1,Fit functions
Pipeline.fit,fit,1,Fit functions
Pipeline._fit,_ fit,1,Fit functions
OneVsRestClassifier.partial_fit,partial fit,1,Fit functions
_BaseDiscreteNB.partial_fit,partial fit,1,Fit functions
Nystroem.fit,fit,1,Fit functions
_BaseFilter.fit,fit,1,Fit functions
_BaseChain.fit,fit,1,Fit functions
OneVsOneClassifier.fit,fit,1,Fit functions
OneVsOneClassifier.partial_fit,partial fit,1,Fit functions
RegressorChain.fit,fit,1,Fit functions
AdditiveChi2Sampler.fit,fit,1,Fit functions
SkewedChi2Sampler.fit,fit,1,Fit functions
StandardScaler.fit,fit,1,Fit functions
PolynomialCountSketch.fit,fit,1,Fit functions
BaseMultilayerPerceptron._fit,_ fit,1,Fit functions
ClassifierChain.fit,fit,1,Fit functions
KernelCenterer.fit,fit,1,Fit functions
SelectFromModel.partial_fit,partial fit,1,Fit functions
MLPClassifier.partial_fit,partial fit,1,Fit functions
BaseRandomProjection.fit,fit,1,Fit functions
_SigmoidCalibration.fit,fit,1,Fit functions
VarianceThreshold.fit,fit,1,Fit functions
BernoulliRBM.partial_fit,partial fit,1,Fit functions
FrozenEstimator.fit,fit,1,Fit functions
MultiOutputRegressor.partial_fit,partial fit,1,Fit functions
_MultiOutputEstimator.fit,fit,1,Fit functions
CalibratedClassifierCV.fit,fit,1,Fit functions
QuantileTransformer.fit,fit,1,Fit functions
KBinsDiscretizer.fit,fit,1,Fit functions
_MultiOutputEstimator.partial_fit,partial fit,1,Fit functions
Binarizer.fit,fit,1,Fit functions
PowerTransformer._fit,_ fit,1,Fit functions
SelectFromModel.fit,fit,1,Fit functions
PowerTransformer.fit,fit,1,Fit functions
test_imputers_add_indicator_sparse,test imputers add indicator sparse,2,Sparse data handling
test_sparse_scikit_vs_scipy,test sparse scikit vs scipy,2,Sparse data handling
test_sparse_precomputed_distance,test sparse precomputed distance,2,Sparse data handling
test_sparse_device,test sparse device,2,Sparse data handling
test_check_sparse_pandas_sp_format,test check sparse pandas sp format,2,Sparse data handling
test_sparse_regression,test sparse regression,2,Sparse data handling
test_sparse_support,test sparse support,2,Sparse data handling
test_min_weight_fraction_leaf_with_min_samples_leaf_on_sparse_input,test min weight fraction leaf with min samples leaf on sparse input,2,Sparse data handling
test_sparse_preprocess_data_offsets,test sparse preprocess data offsets,2,Sparse data handling
test_check_pandas_sparse_mixed_dtypes,test check pandas sparse mixed dtypes,2,Sparse data handling
test_stacking_regressor_sparse_passthrough,test stacking regressor sparse passthrough,2,Sparse data handling
test_sparse_classification,test sparse classification,2,Sparse data handling
test_mutual_reachability_graph_error_sparse_format,test mutual reachability graph error sparse format,2,Sparse data handling
test_contingency_matrix_sparse,test contingency matrix sparse,2,Sparse data handling
test_mutual_reachability_graph_equivalence_dense_sparse,test mutual reachability graph equivalence dense sparse,2,Sparse data handling
assert_allclose_dense_sparse,assert allclose dense sparse,2,Sparse data handling
test_sparse_encode_dtype_match,test sparse encode dtype match,2,Sparse data handling
test_iforest_sparse,test iforest sparse,2,Sparse data handling
test_hdbscan_sparse_distance_matrix,test hdbscan sparse distance matrix,2,Sparse data handling
test_column_transformer_mixed_cols_sparse,test column transformer mixed cols sparse,2,Sparse data handling
make_sparse_spd_matrix,make sparse spd matrix,2,Sparse data handling
test_check_estimator_sparse_data,test check estimator sparse data,2,Sparse data handling
make_sparse_uncorrelated,make sparse uncorrelated,2,Sparse data handling
test_spectral_clustering_sparse,test spectral clustering sparse,2,Sparse data handling
_make_sparse_dataset,_ make sparse dataset,2,Sparse data handling
test_hdbscan_sparse,test hdbscan sparse,2,Sparse data handling
make_sparse_coded_signal,make sparse coded signal,2,Sparse data handling
test_optics_input_not_modified_precomputed_sparse_nodiag,test optics input not modified precomputed sparse nodiag,2,Sparse data handling
is_pydata_sparse_array,is pydata sparse array,2,Sparse data handling
test_allclose_dense_sparse_equals,test allclose dense sparse equals,2,Sparse data handling
test_allclose_dense_sparse_not_equals,test allclose dense sparse not equals,2,Sparse data handling
test_allclose_dense_sparse_raise,test allclose dense sparse raise,2,Sparse data handling
test_linear_regression_sparse_equal_dense,test linear regression sparse equal dense,2,Sparse data handling
test_stacking_classifier_sparse_passthrough,test stacking classifier sparse passthrough,2,Sparse data handling
_make_sparse_offset_regression,_ make sparse offset regression,2,Sparse data handling
test_resample_stratify_sparse_error,test resample stratify sparse error,2,Sparse data handling
test_sparse_oneclasssvm,test sparse oneclasssvm,2,Sparse data handling
test_basic_property_of_sparse_random_matrix,test basic property of sparse random matrix,2,Sparse data handling
test_sparse_random_matrix,test sparse random matrix,2,Sparse data handling
test_nmf_multiplicative_update_sparse,test nmf multiplicative update sparse,2,Sparse data handling
test_dense_sparse,test dense sparse,2,Sparse data handling
test_sparse_read_only_buffer,test sparse read only buffer,2,Sparse data handling
test_check_sparse_arrays,test check sparse arrays,2,Sparse data handling
test_sparse_input,test sparse input,2,Sparse data handling
test_same_output_sparse_dense_lasso_and_enet_cv,test same output sparse dense lasso and enet cv,2,Sparse data handling
test_sparse_dense_equality,test sparse dense equality,2,Sparse data handling
BaseLibSVM._sparse_fit,_ sparse fit,2,Sparse data handling
check_input_with_sparse_random_matrix,check input with sparse random matrix,2,Sparse data handling
test_sparse_lasso_not_as_toy_dataset,test sparse lasso not as toy dataset,2,Sparse data handling
test_nmf_sparse_input,test nmf sparse input,2,Sparse data handling
test_sparse_enet_not_as_toy_dataset,test sparse enet not as toy dataset,2,Sparse data handling
make_sparse_data,make sparse data,2,Sparse data handling
test_predict_sparse_callable_kernel,test predict sparse callable kernel,2,Sparse data handling
test_sparse_input_types,test sparse input types,2,Sparse data handling
test_enet_toy_explicit_sparse_input,test enet toy explicit sparse input,2,Sparse data handling
_sparse_data_to_array,_ sparse data to array,2,Sparse data handling
test_sparse_encode_shapes,test sparse encode shapes,2,Sparse data handling
test_sparse_encode_unavailable_positivity,test sparse encode unavailable positivity,2,Sparse data handling
test_silhouette_samples_euclidean_sparse,test silhouette samples euclidean sparse,2,Sparse data handling
test_type_of_target_pandas_sparse,test type of target pandas sparse,2,Sparse data handling
test_average_sparse_oneclass,test average sparse oneclass,2,Sparse data handling
test_min_weight_fraction_leaf_on_sparse_input,test min weight fraction leaf on sparse input,2,Sparse data handling
test_nmf_sparse_transform,test nmf sparse transform,2,Sparse data handling
test_sparse_coder_estimator_clone,test sparse coder estimator clone,2,Sparse data handling
test_silhouette_samples_precomputed_sparse,test silhouette samples precomputed sparse,2,Sparse data handling
test_label_binarizer_sparse_errors,test label binarizer sparse errors,2,Sparse data handling
test_check_pandas_sparse_valid,test check pandas sparse valid,2,Sparse data handling
test_polynomial_count_sketch_dense_sparse,test polynomial count sketch dense sparse,2,Sparse data handling
test_sparse_coder_common_transformer,test sparse coder common transformer,2,Sparse data handling
test_grid_search_sparse,test grid search sparse,2,Sparse data handling
test_spline_transformer_sparse_output,test spline transformer sparse output,2,Sparse data handling
test_simple_imputation_add_indicator_sparse_matrix,test simple imputation add indicator sparse matrix,2,Sparse data handling
test_sparse_manhattan_readonly_dataset,test sparse manhattan readonly dataset,2,Sparse data handling
test_cross_val_predict_sparse_prediction,test cross val predict sparse prediction,2,Sparse data handling
test_grid_search_sparse_scoring,test grid search sparse scoring,2,Sparse data handling
test_linear_regression_sparse_multiple_outcome,test linear regression sparse multiple outcome,2,Sparse data handling
BaseLibSVM._sparse_decision_function,_ sparse decision function,2,Sparse data handling
test_sparse_encode_error,test sparse encode error,2,Sparse data handling
test_sparse_encode_error_default_sparsity,test sparse encode error default sparsity,2,Sparse data handling
test_sparse_encode_input,test sparse encode input,2,Sparse data handling
_allclose_dense_sparse,_ allclose dense sparse,2,Sparse data handling
test_ridge_fit_intercept_sparse,test ridge fit intercept sparse,2,Sparse data handling
test_sparse_input,test sparse input,2,Sparse data handling
_sparse_encode_precomputed,_ sparse encode precomputed,2,Sparse data handling
_generate_sparse_data,_ generate sparse data,2,Sparse data handling
test_fowlkes_mallows_sparse_deprecated,test fowlkes mallows sparse deprecated,2,Sparse data handling
check_estimator_sparse_tag,check estimator sparse tag,2,Sparse data handling
check_estimator_sparse_matrix,check estimator sparse matrix,2,Sparse data handling
check_estimator_sparse_array,check estimator sparse array,2,Sparse data handling
sag_sparse,sag sparse,2,Sparse data handling
test_sparse_input_dtype_enet_and_lassocv,test sparse input dtype enet and lassocv,2,Sparse data handling
test_randomized_svd_sparse_warnings,test randomized svd sparse warnings,2,Sparse data handling
test_sparse_dense_descent_paths,test sparse dense descent paths,2,Sparse data handling
test_sparse_pca_numerical_consistency,test sparse pca numerical consistency,2,Sparse data handling
test_convert_container_sparse_to_sparse,test convert container sparse to sparse,2,Sparse data handling
test_sparse_pca_inverse_transform,test sparse pca inverse transform,2,Sparse data handling
X_sparse,X sparse,2,Sparse data handling
_get_valid_accept_sparse,_ get valid accept sparse,2,Sparse data handling
test_base_chain_fit_and_predict_with_sparse_data_and_cv,test base chain fit and predict with sparse data and cv,2,Sparse data handling
test_sparse_input_convergence_warning,test sparse input convergence warning,2,Sparse data handling
test_classifier_chain_fit_and_predict_with_sparse_data,test classifier chain fit and predict with sparse data,2,Sparse data handling
_solve_sparse_cg,_ solve sparse cg,2,Sparse data handling
test_sparse_regression,test sparse regression,2,Sparse data handling
sparse_encode,sparse encode,2,Sparse data handling
test_label_ranking_loss_sparse,test label ranking loss sparse,2,Sparse data handling
_sparse_encode,_ sparse encode,2,Sparse data handling
test_radius_neighbors_graph_sparse,test radius neighbors graph sparse,2,Sparse data handling
_build_sparse_array,_ build sparse array,2,Sparse data handling
test_tfidf_transformer_sparse,test tfidf transformer sparse,2,Sparse data handling
test_column_transformer_sparse_array,test column transformer sparse array,2,Sparse data handling
test_check_array_accept_large_sparse_raise_exception,test check array accept large sparse raise exception,2,Sparse data handling
test_check_array_accept_large_sparse_no_exception,test check array accept large sparse no exception,2,Sparse data handling
test_check_array_accept_sparse_no_exception,test check array accept sparse no exception,2,Sparse data handling
test_check_array_accept_sparse_type_exception,test check array accept sparse type exception,2,Sparse data handling
test_set_order_sparse,test set order sparse,2,Sparse data handling
test_sparse_graph_connected_component,test sparse graph connected component,2,Sparse data handling
make_sparse_random_data,make sparse random data,2,Sparse data handling
test_safe_sparse_dot_dense_output,test safe sparse dot dense output,2,Sparse data handling
test_safe_sparse_dot_2d_1d,test safe sparse dot 2d 1d,2,Sparse data handling
test_safe_sparse_dot_nd,test safe sparse dot nd,2,Sparse data handling
QuantileTransformer._sparse_fit,_ sparse fit,2,Sparse data handling
test_model_pipeline_same_dense_and_sparse,test model pipeline same dense and sparse,2,Sparse data handling
test_pca_sparse,test pca sparse,2,Sparse data handling
test_pca_sparse_fit_transform,test pca sparse fit transform,2,Sparse data handling
test_img_to_graph_sparse,test img to graph sparse,2,Sparse data handling
test_sparse_pca_auto_arpack_singluar_values_consistency,test sparse pca auto arpack singluar values consistency,2,Sparse data handling
_sparse_random_matrix,_ sparse random matrix,2,Sparse data handling
test_safe_sparse_dot_2d,test safe sparse dot 2d,2,Sparse data handling
test_dictvectorizer_dense_sparse_equivalence,test dictvectorizer dense sparse equivalence,2,Sparse data handling
test_sparse_classification,test sparse classification,2,Sparse data handling
test_make_sparse_spd_matrix,test make sparse spd matrix,2,Sparse data handling
test_make_multilabel_classification_return_indicator_sparse,test make multilabel classification return indicator sparse,2,Sparse data handling
test_make_sparse_uncorrelated,test make sparse uncorrelated,2,Sparse data handling
test_robust_scaler_equivalence_dense_sparse,test robust scaler equivalence dense sparse,2,Sparse data handling
test_sparse_X,test sparse X,2,Sparse data handling
test_sparse_criteria,test sparse criteria,2,Sparse data handling
test_sparse_parameters,test sparse parameters,2,Sparse data handling
test_sparse_input_reg_trees,test sparse input reg trees,2,Sparse data handling
test_add_dummy_feature_sparse,test add dummy feature sparse,2,Sparse data handling
test_sparse_input,test sparse input,2,Sparse data handling
test_average_sparse,test average sparse,2,Sparse data handling
test_liblinear_logregcv_sparse,test liblinear logregcv sparse,2,Sparse data handling
test_saga_sparse,test saga sparse,2,Sparse data handling
SimpleImputer._sparse_fit,_ sparse fit,2,Sparse data handling
test_sparse,test sparse,2,Sparse data handling
test_sparse_encode_numerical_consistency,test sparse encode numerical consistency,2,Sparse data handling
check_sparse_input,check sparse input,2,Sparse data handling
test_logreg_l1_sparse_data,test logreg l1 sparse data,2,Sparse data handling
test_dbscan_sparse,test dbscan sparse,2,Sparse data handling
test_dbscan_sparse_precomputed,test dbscan sparse precomputed,2,Sparse data handling
test_dbscan_sparse_precomputed_different_eps,test dbscan sparse precomputed different eps,2,Sparse data handling
test_kneighbors_graph_sparse,test kneighbors graph sparse,2,Sparse data handling
test_dbscan_input_not_modified_precomputed_sparse_nodiag,test dbscan input not modified precomputed sparse nodiag,2,Sparse data handling
_check_large_sparse,_ check large sparse,2,Sparse data handling
test_scale_sparse_with_mean_raise_exception,test scale sparse with mean raise exception,2,Sparse data handling
test_robust_scaler_col_zero_sparse,test robust scaler col zero sparse,2,Sparse data handling
_ensure_sparse_format,_ ensure sparse format,2,Sparse data handling
test_huber_sparse,test huber sparse,2,Sparse data handling
_laplacian_sparse_flo,_ laplacian sparse flo,2,Sparse data handling
test_kernel_sparse,test kernel sparse,2,Sparse data handling
test_sort_graph_by_row_values_bad_sparse_format,test sort graph by row values bad sparse format,2,Sparse data handling
test_clone_sparse_matrices,test clone sparse matrices,2,Sparse data handling
test_assert_allclose_dense_sparse,test assert allclose dense sparse,2,Sparse data handling
test_precomputed_sparse_radius,test precomputed sparse radius,2,Sparse data handling
test_precomputed_sparse_knn,test precomputed sparse knn,2,Sparse data handling
test_sparse_encode_shapes_omp,test sparse encode shapes omp,2,Sparse data handling
_special_sparse_dot,_ special sparse dot,2,Sparse data handling
safe_sparse_dot,safe sparse dot,2,Sparse data handling
test_check_estimator_sparse_tag,test check estimator sparse tag,2,Sparse data handling
_sparse_linalg_cg,_ sparse linalg cg,2,Sparse data handling
_sparse_min_max,_ sparse min max,2,Sparse data handling
_sparse_nan_min_max,_ sparse nan min max,2,Sparse data handling
_sparse_min_or_max,_ sparse min or max,2,Sparse data handling
test_works_with_sparse_data,test works with sparse data,2,Sparse data handling
test_ridge_fit_intercept_sparse_sag,test ridge fit intercept sparse sag,2,Sparse data handling
test_logistic_cv_sparse,test logistic cv sparse,2,Sparse data handling
test_ridge_fit_intercept_sparse_error,test ridge fit intercept sparse error,2,Sparse data handling
ClusterMixin.__sklearn_tags__,_  sklearn tags  ,3,Sklearn tags.
OutlierMixin.__sklearn_tags__,_  sklearn tags  ,3,Sklearn tags.
RequiresPositiveXBadTag.__sklearn_tags__,_  sklearn tags  ,3,Sklearn tags.
